   0.0000000e+00   4.9714400e-02   1.4180936e+02   1.2139064e+02   1.3000000e+01   5.4213941e+00   3.8624900e+00   1.4345194e+00  -8.4671635e-01
   0.0000000e+00   8.9727800e-02   1.4186676e+02   1.2135676e+02   1.2000000e+01   2.1632658e+00   4.1473100e+00  -6.1611860e-01   1.1552224e-01
   0.0000000e+00   1.2969900e-01   1.4176008e+02   1.2139988e+02   1.4000000e+01   2.3784823e+00   3.9657100e+00  -7.1768660e-01   1.5754096e-01
   0.0000000e+00   1.6970700e-01   1.4180936e+02   1.2136936e+02   1.3000000e+01   5.4850811e+00   4.2520600e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   2.0969200e-01   1.4176008e+02   1.2139988e+02   1.4000000e+01   2.3784823e+00   3.9657100e+00  -6.1602310e-01   3.8151431e-01
   0.0000000e+00   2.4970400e-01   1.4176008e+02   1.2139988e+02   1.4000000e+01   2.3784823e+00   3.9657100e+00  -5.0016876e+00   4.0006500e+00
   0.0000000e+00   2.8968900e-01   1.4135996e+02   1.2171992e+02   7.0000000e+00   2.5134487e+00   5.0030600e+00  -8.7754771e+00   7.3338915e+00
   0.0000000e+00   3.2972700e-01   1.4105784e+02   1.2198676e+02   9.0000000e+00   2.1171891e+00   3.5451300e+00  -4.3470000e+00   3.9620000e+00
   0.0000000e+00   3.6968900e-01   1.4101220e+02   1.2203688e+02   1.3000000e+01   2.1928142e+00   5.2779400e+00  -5.7069974e-01   6.2671935e-01
   0.0000000e+00   4.0969900e-01   1.4101220e+02   1.2203688e+02   1.3000000e+01   2.1885033e+00   5.2705300e+00  -1.0745403e+00   1.6170606e+00
   0.0000000e+00   4.4968600e-01   1.4092624e+02   1.2216624e+02   1.3000000e+01   2.3935620e+00   4.1347800e+00  -4.0185023e+00   4.5050631e+00
   0.0000000e+00   4.8968900e-01   1.4069076e+02   1.2239724e+02   1.5000000e+01   2.3499637e+00   3.9574500e+00  -2.9439048e+00   2.8878971e+00
   0.0000000e+00   5.2967500e-01   1.4069076e+02   1.2239724e+02   1.5000000e+01   2.3536638e+00   3.9704200e+00  -2.9472947e+00   3.0348035e+00
   0.0000000e+00   5.6968100e-01   1.4045500e+02   1.2264000e+02   1.6000000e+01   2.4550499e+00   4.2340400e+00  -5.7187855e+00   5.3687987e+00
   0.0000000e+00   6.0967800e-01   1.4023324e+02   1.2282676e+02   1.2000000e+01   2.4267582e+00   4.2896000e+00  -2.7721386e+00   2.6251313e+00
   0.0000000e+00   6.4967700e-01   1.4023324e+02   1.2285000e+02   1.2000000e+01   2.5220706e+00   4.6223600e+00  -1.1653980e+00   2.0403215e+00
   0.0000000e+00   6.8968500e-01   1.4014000e+02   1.2299000e+02   1.2000000e+01   2.3105890e+00   2.8437100e+00  -3.2342268e+00   3.4190489e+00
   0.0000000e+00   7.2969500e-01   1.3997444e+02   1.2312359e+02   1.1000000e+01   2.6603530e+00   3.7542800e+00  -2.0698168e+00   1.6701105e+00
   0.0000000e+00   7.6967100e-01   1.3997444e+02   1.2312359e+02   1.1000000e+01   2.6603356e+00   3.7541000e+00  -2.6421399e+00   2.3032000e+00
   0.0000000e+00   8.0967700e-01   1.3976312e+02   1.2330780e+02   1.3000000e+01   2.4835512e+00   5.2608400e+00  -2.1793003e+00   2.9533496e+00
   0.0000000e+00   8.4968000e-01   1.3980008e+02   1.2335988e+02   1.4000000e+01   2.4140172e+00   3.0231300e+00   4.6208086e-01   6.5111394e-01
   0.0000000e+00   8.8966300e-01   1.3980008e+02   1.2335988e+02   1.4000000e+01   2.4250477e+00   3.0902100e+00  -2.5943432e+00   2.4577988e+00
   0.0000000e+00   9.2965400e-01   1.3959260e+02   1.2355644e+02   1.1000000e+01   2.1450271e+00   4.0135100e+00  -1.6378567e+00   1.5013686e+00
   0.0000000e+00   9.6967000e-01   1.3966904e+02   1.2348000e+02   1.1000000e+01   5.4514487e+00   3.1089200e+00   4.2691462e-01  -8.0483903e-02
   0.0000000e+00   1.0096700e+00   1.3962676e+02   1.2355000e+02   1.2000000e+01   2.2596429e+00   2.8684900e+00  -6.3645911e+00   7.0017504e+00
   0.0000000e+00   1.0496500e+00   1.3916000e+02   1.2404000e+02   7.0000000e+00   2.2601665e+00   4.9108700e+00  -9.6225944e+00   8.1634591e+00
   0.0000000e+00   1.0896900e+00   1.3885676e+02   1.2420324e+02   1.2000000e+01   2.3513425e+00   4.1100900e+00  -3.8180227e+00   1.5923010e+00
   0.0000000e+00   1.1296600e+00   1.3885452e+02   1.2416740e+02   1.1000000e+01   5.5445794e+00   3.6846700e+00   4.3777361e+00  -2.9173233e+00
   0.0000000e+00   1.1696400e+00   1.3920676e+02   1.2397000e+02   2.4000000e+01   2.6126008e+00   2.0477800e+00  -1.3618405e+00   6.4766192e-01
   0.0000000e+00   1.2096400e+00   1.3874560e+02   1.2421920e+02   2.5000000e+01   2.6665664e+00   2.1477400e+00  -1.4045500e+01   7.3360000e+00
   0.0000000e+00   1.2496400e+00   1.3808312e+02   1.2455688e+02   1.3000000e+01   2.8254088e+00   4.4024100e+00  -7.0700000e+00   4.7600000e+00
   0.0000000e+00   1.2896400e+00   1.3818000e+02   1.2460000e+02   2.0000000e+00   6.2345953e+00   1.5213600e+00   1.2111514e+00   7.5399425e+00
   0.0000000e+00   1.3296300e+00   1.3818000e+02   1.2516000e+02   2.0000000e+00   2.9390646e+00   1.2549300e+00   0.0000000e+00   7.0000000e+00
   0.0000000e+00   1.3696400e+00   1.3818000e+02   1.2516000e+02   2.0000000e+00   6.0635356e+00   1.2852000e+00   3.5000000e+00  -1.2834500e+01
